rounded_datetime,J [mm/h],Cin [-],C_flux_in,C_in_conserved,ET [mm/h],Q [mm/h],wi [-],measC_Q
2017-04-02 12:00:00,0.0,-27.0,0.0,,0.10549511140715348,0.1906457007174108,0.02761936157353991,
2017-04-02 16:00:00,0.0,-27.0,0.0,,0.10549511140715348,0.18598100583214291,0.02694357452887204,
2017-04-02 20:00:00,0.0,-27.0,0.0,,0.10549511140715348,0.18234026836071446,0.026416130981814192,
2017-04-03 00:00:00,0.0,-27.0,0.0,,0.10549511140715348,0.18203687357142867,0.026372177352892698,
2017-04-03 04:00:00,0.0,-27.0,0.0,,0.09137129996108573,0.1810508405062501,0.026229328058897862,
2017-04-03 08:00:00,0.0,-27.0,0.0,,0.09137129996108573,0.1795338665598215,0.02600955991429042,
2017-04-03 12:00:00,0.0,-27.0,0.0,,0.09137129996108573,0.17623444822633938,0.02553156419976924,
2017-04-03 16:00:00,0.0,-43.67812500000001,0.0,,0.09137129996108573,0.1727833324982144,0.02503159167078732,
2017-04-03 20:00:00,0.0,-56.65000000000001,0.0,,0.09137129996108573,0.1694839141647322,0.024553595956266137,
2017-04-04 00:00:00,0.0,-56.65000000000001,0.0,,0.09137129996108573,0.16804278891562507,0.02434481621888907,
2017-04-04 04:00:00,0.0,-56.65000000000001,0.0,,0.08407383839528433,0.1665637393178572,0.02413054227789681,
2017-04-04 08:00:00,0.0,-56.65000000000001,0.0,,0.08407383839528433,0.16474337058214292,0.023866820504367888,
2017-04-04 12:00:00,0.0,-56.65000000000001,0.0,,0.08407383839528433,0.16299885054375005,0.023614087138069333,
2017-04-04 16:00:00,0.0,-56.65000000000001,0.0,,0.08407383839528433,0.1595856591642858,0.0231196088127026,
2017-04-04 20:00:00,0.0,-56.65000000000001,0.0,,0.08407383839528433,0.15567945125223226,0.02255370584033845,
2017-04-05 00:00:00,0.0,-56.65000000000001,0.0,,0.08407383839528433,0.15488303993035726,0.02243832756441954,
2017-04-05 04:00:00,0.0,-56.65000000000001,0.0,,0.07278393335792023,0.1532902172866072,0.02220757101258172,
2017-04-05 08:00:00,0.0,-56.65000000000001,0.0,,0.07278393335792023,0.15184909203750005,0.021998791275204654,
2017-04-05 12:00:00,0.0,-56.65000000000001,0.0,,0.07278393335792023,0.15109060506428576,0.02188890720290093,
2017-04-05 16:00:00,0.0,-56.65000000000001,0.0,,0.07278393335792023,0.14767741368482146,0.021394428877534198,
2017-04-05 20:00:00,0.0,-56.65000000000001,0.0,,0.07278393335792023,0.14600874234375005,0.021152683918466014,
2017-04-06 00:00:00,0.0,-56.65000000000001,0.0,,0.07278393335792023,0.14380913012142862,0.020834020108785233,
2017-04-06 04:00:00,0.9135000000000002,-56.65000000000001,-51.74977500000002,-56.65000000000001,0.05351720530507547,0.14456761709464291,0.02094390418108895,
2017-04-06 08:00:00,0.22837500000000005,-56.65000000000001,-12.937443750000005,-56.65000000000001,0.05351720530507547,0.1486634467500001,0.02153727817152904,
2017-04-06 12:00:00,0.18270000000000006,-56.65000000000001,-10.349955000000003,-56.65000000000002,0.05351720530507547,0.14695685106026793,0.021290039008845667,
2017-04-06 16:00:00,0.4567500000000001,-56.65000000000001,-25.87488750000001,-56.65000000000001,0.05351720530507547,0.14289894575357148,0.020702159222020764,
2017-04-06 20:00:00,5.618025,-56.65000000000001,-318.2611162500002,-56.65000000000003,0.05351720530507547,0.14995287460446435,0.02172408109444536,
2017-04-07 00:00:00,0.5024250000000001,-56.65000000000001,-28.46237625000001,-56.65000000000001,0.05351720530507547,0.1979651000089287,0.028679742871270814,
2017-04-07 04:00:00,0.7308000000000002,-56.65000000000001,-41.39982000000001,-56.65,0.0543159949570383,0.18567761104285724,0.02689962089995055,
2017-04-07 08:00:00,0.63945,-56.65000000000001,-36.22484250000001,-56.65000000000001,0.0543159949570383,0.1760448264830358,0.025504093181693308,
2017-04-07 12:00:00,0.0,-55.32187500000001,0.0,,0.0543159949570383,0.1752104908125001,0.025383220702159218,
